5;gana;-;V;V;-;0;root;;;;;;;;;;;;;;;;
6;las;-;ART;ART;-;7;det;;;;;;;;;;;;;;;;
7;elecciones;-;N;N;-;5;;;;;;;;;;;;;;;;;
8;al;-;PREP;PREP;-;10;;;;;;;;;;;;;;;;;
9;el;-;ART;ART;-;10;det;;;;;;;;;;;;;;;;
10;hijo;-;N;N;-;5;;;;;;;;;;;;;;;;;
11;de;-;PREP;PREP;-;12;case;;;;;;;;;;;;;;;;
12;Torrijos;-;NPR;NPR;-;10;nmod;;;;;;;;;;;;;;;;
13;en;-;PREP;PREP;-;14;;;;;;;;;;;;;;;;;
14;Panamá;-;NPR;NPR;-;5;;;;;;;;;;;;;;;;;
15;.;-;PUNCT;PUNCT;-;5;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Europa;-;NPR;NPR;-;3;;;;;;;;;;;;;;;;;
2;se;-;P;P;-;3;;;;;;;;;;;;;;;;;
3;hizo;-;V;V;-;0;root;;;;;;;;;;;;;;;;
4;peregrinando;-;V;V;-;3;;;;;;;;;;;;;;;;;
5;a;-;PREP;PREP;-;6;;;;;;;;;;;;;;;;;
6;Compostela;-;NPR;NPR;-;4;;;;;;;;;;;;;;;;;
7;.;-;PUNCT;PUNCT;-;3;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Las;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;palabras;-;N;N;-;6;;;;;;;;;;;;;;;;;
3;de;-;PREP;PREP;-;4;case;;;;;;;;;;;;;;;;
4;Goethe;-;NPR;NPR;-;2;nmod;;;;;;;;;;;;;;;;
5;se;-;P;P;-;6;;;;;;;;;;;;;;;;;
6;convierten;-;V;V;-;0;root;;;;;;;;;;;;;;;;
7;en;-;PREP;PREP;-;8;;;;;;;;;;;;;;;;;
8;realidad;-;N;N;-;6;;;;;;;;;;;;;;;;;
9;en;-;PREP;PREP;-;12;;;;;;;;;;;;;;;;;
10;este;-;DEM;DEM;-;12;;;;;;;;;;;;;;;;;
11;último;-;ADJ;ADJ;-;12;amod;;;;;;;;;;;;;;;;
12;jacobeo;-;N;N;-;6;;;;;;;;;;;;;;;;;
13;del;-;PREP;PREP;-;15;case;;;;;;;;;;;;;;;;
14;el;-;ART;ART;-;15;det;;;;;;;;;;;;;;;;
15;milenio;-;N;N;-;12;nmod;;;;;;;;;;;;;;;;
16;.;-;PUNCT;PUNCT;-;6;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;A;-;PREP;PREP;-;3;;;;;;;;;;;;;;;;;
2;las;-;ART;ART;-;3;det;;;;;;;;;;;;;;;;
3;puertas;-;N;N;-;15;;;;;;;;;;;;;;;;;
4;del;-;PREP;PREP;-;6;case;;;;;;;;;;;;;;;;
5;el;-;ART;ART;-;6;det;;;;;;;;;;;;;;;;
6;año;-;N;N;-;3;nmod;;;;;;;;;;;;;;;;
7;2000;-;Q;Q;-;6;;;;;;;;;;;;;;;;;
8;,;-;PUNCT;PUNCT;-;3;punct;;;;;;;;;;;;;;;;
9;cientos;-;N;N;-;15;;;;;;;;;;;;;;;;;
10;de;-;PREP;PREP;-;11;case;;;;;;;;;;;;;;;;
11;miles;-;N;N;-;9;nmod;;;;;;;;;;;;;;;;
12;de;-;PREP;PREP;-;13;case;;;;;;;;;;;;;;;;
13;peregrinos;-;N;N;-;11;nmod;;;;;;;;;;;;;;;;
14;se;-;P;P;-;15;;;;;;;;;;;;;;;;;
15;disponen;-;V;V;-;0;root;;;;;;;;;;;;;;;;
16;a;-;PREP;PREP;-;17;;;;;;;;;;;;;;;;;
17;vivir;-;V;V;-;15;;;;;;;;;;;;;;;;;
18;el;-;ART;ART;-;19;det;;;;;;;;;;;;;;;;
19;Camino de Santiago;-;NPR;NPR;-;17;;;;;;;;;;;;;;;;;
20;.;-;PUNCT;PUNCT;-;15;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Una;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;nave;-;N;N;-;4;nsubj;;;;;;;;;;;;;;;;
3;interestelar;-;ADJ;ADJ;-;2;amod;;;;;;;;;;;;;;;;
4;surca;-;V;V;-;0;ROOT;;;;;;;;;;;;;;;;
5;el;-;ART;ART;-;6;det;;;;;;;;;;;;;;;;
6;cosmos;-;N;N;-;4;dobj;;;;;;;;;;;;;;;;
7;.;-;PUNCT;PUNCT;-;4;punct;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Taylor;-;NPR;NPR;-;8;;;;;;;;;;;;;;;;;
2;,;-;PUNCT;PUNCT;-;1;punct;;;;;;;;;;;;;;;;
3;comandante;-;N;N;-;1;nmod;;;;;;;;;;;;;;;;
4;de;-;PREP;PREP;-;6;case;;;;;;;;;;;;;;;;
5;la;-;ART;ART;-;6;det;;;;;;;;;;;;;;;;
6;nave;-;N;N;-;3;nmod;;;;;;;;;;;;;;;;
7;,;-;PUNCT;PUNCT;-;1;punct;;;;;;;;;;;;;;;;
8;contempla;-;V;V;-;0;root;;;;;;;;;;;;;;;;
9;con;-;PREP;PREP;-;10;case;;;;;;;;;;;;;;;;
10;mirada;-;N;N;-;8;;;;;;;;;;;;;;;;;
11;triste;-;ADJ;ADJ;-;10;amod;;;;;;;;;;;;;;;;
12;el;-;ART;ART;-;13;det;;;;;;;;;;;;;;;;
13;paso;-;N;N;-;8;;;;;;;;;;;;;;;;;
14;ocasional;-;ADJ;ADJ;-;13;amod;;;;;;;;;;;;;;;;
15;de;-;PREP;PREP;-;17;case;;;;;;;;;;;;;;;;
16;algunas;-;Q;Q;-;17;;;;;;;;;;;;;;;;;
17;nebulosas;-;N;N;-;13;nmod;;;;;;;;;;;;;;;;
18;.;-;PUNCT;PUNCT;-;8;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;El;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;resto;-;N;N;-;13;;;;;;;;;;;;;;;;;
3;de;-;PREP;PREP;-;5;case;;;;;;;;;;;;;;;;
4;la;-;ART;ART;-;5;det;;;;;;;;;;;;;;;;
5;tripulación;-;N;N;-;2;nmod;;;;;;;;;;;;;;;;
6;,;-;PUNCT;PUNCT;-;2;punct;;;;;;;;;;;;;;;;
7;dos;-;Q;Q;-;8;;;;;;;;;;;;;;;;;
8;hombres;-;N;N;-;2;nmod;;;;;;;;;;;;;;;;
9;y;-;C;C;-;8;;;;;;;;;;;;;;;;;
10;una;-;Q;Q;-;11;;;;;;;;;;;;;;;;;
11;mujer;-;N;N;-;8;nmod;;;;;;;;;;;;;;;;
12;,;-;PUNCT;PUNCT;-;2;punct;;;;;;;;;;;;;;;;
13;hiberna;-;V;V;-;0;root;;;;;;;;;;;;;;;;
14;en;-;PREP;PREP;-;15;;;;;;;;;;;;;;;;;
15;tanques;-;N;N;-;13;;;;;;;;;;;;;;;;;
16;criogénicos;-;ADJ;ADJ;-;15;amod;;;;;;;;;;;;;;;;
17;.;-;PUNCT;PUNCT;-;13;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;El;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;silencio;-;N;N;-;4;;;;;;;;;;;;;;;;;
3;es;-;V;V;-;4;;;;;;;;;;;;;;;;;
4;absoluto;-;N;N;-;0;root;;;;;;;;;;;;;;;;
5;.;-;PUNCT;PUNCT;-;4;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Así;-;ADV;ADV;-;2;;;;;;;;;;;;;;;;;
2;comienza;-;V;V;-;0;root;;;;;;;;;;;;;;;;
3;uno;-;P;P;-;6;;;;;;;;;;;;;;;;;
4;de;-;PREP;PREP;-;6;case;;;;;;;;;;;;;;;;
5;los;-;ART;ART;-;6;det;;;;;;;;;;;;;;;;
6;filmes;-;N;N;-;2;;;;;;;;;;;;;;;;;
7;más;-;ADV;ADV;-;6;;;;;;;;;;;;;;;;;
8;emblemáticos;-;ADJ;ADJ;-;6;amod;;;;;;;;;;;;;;;;
9;de;-;PREP;PREP;-;11;case;;;;;;;;;;;;;;;;
10;la;-;ART;ART;-;11;det;;;;;;;;;;;;;;;;
11;historia;-;N;N;-;6;nmod;;;;;;;;;;;;;;;;
12;de;-;PREP;PREP;-;14;case;;;;;;;;;;;;;;;;
13;la;-;ART;ART;-;14;det;;;;;;;;;;;;;;;;
14;ciencia ficción;-;N;N;-;11;nmod;;;;;;;;;;;;;;;;
15;,;-;PUNCT;PUNCT;-;14;punct;;;;;;;;;;;;;;;;
16;El planeta de los simios;-;NPR;NPR;-;14;nmod;;;;;;;;;;;;;;;;
17;(;-;PUNCT;PUNCT;-;18;;;;;;;;;;;;;;;;;
18;1968;-;DATE;DATE;-;14;;;;;;;;;;;;;;;;;
19;);-;PUNCT;PUNCT;-;18;;;;;;;;;;;;;;;;;
20;.;-;PUNCT;PUNCT;-;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Los;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;planos;-;N;N;-;11;;;;;;;;;;;;;;;;;
3;iniciales;-;ADJ;ADJ;-;2;amod;;;;;;;;;;;;;;;;
4;de;-;PREP;PREP;-;5;case;;;;;;;;;;;;;;;;
5;Taylor;-;NPR;NPR;-;2;nmod;;;;;;;;;;;;;;;;
6;y;-;C;C;-;5;;;;;;;;;;;;;;;;;
7;la;-;ART;ART;-;8;det;;;;;;;;;;;;;;;;
8;nave;-;N;N;-;5;nmod;;;;;;;;;;;;;;;;
9;espacial;-;ADJ;ADJ;-;8;amod;;;;;;;;;;;;;;;;
10;se;-;P;P;-;11;;;;;;;;;;;;;;;;;
11;centran;-;V;V;-;0;root;;;;;;;;;;;;;;;;
12;en;-;PREP;PREP;-;14;;;;;;;;;;;;;;;;;
13;el;-;ART;ART;-;14;det;;;;;;;;;;;;;;;;
14;cuadro;-;N;N;-;11;;;;;;;;;;;;;;;;;
15;de;-;PREP;PREP;-;16;case;;;;;;;;;;;;;;;;
16;mandos;-;N;N;-;14;nmod;;;;;;;;;;;;;;;;
17;.;-;PUNCT;PUNCT;-;11;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Allí;-;ADV;ADV;-;5;;;;;;;;;;;;;;;;;
2;,;-;PUNCT;PUNCT;-;5;;;;;;;;;;;;;;;;;
3;dos;-;Q;Q;-;4;;;;;;;;;;;;;;;;;
4;relojes;-;N;N;-;5;;;;;;;;;;;;;;;;;
5;registran;-;V;V;-;0;root;;;;;;;;;;;;;;;;
6;la;-;ART;ART;-;7;det;;;;;;;;;;;;;;;;
7;fecha;-;N;N;-;5;;;;;;;;;;;;;;;;;
8;actual;-;ADJ;ADJ;-;7;amod;;;;;;;;;;;;;;;;
9;,;-;PUNCT;PUNCT;-;7;punct;;;;;;;;;;;;;;;;
10;en;-;PREP;PREP;-;12;;;;;;;;;;;;;;;;;
11;la;-;ART;ART;-;12;det;;;;;;;;;;;;;;;;
12;nave;-;N;N;-;7;nmod;;;;;;;;;;;;;;;;
13;y;-;C;C;-;12;;;;;;;;;;;;;;;;;
14;en;-;PREP;PREP;-;16;;;;;;;;;;;;;;;;;
15;la;-;ART;ART;-;16;det;;;;;;;;;;;;;;;;
16;Tierra;-;NPR;NPR;-;12;nmod;;;;;;;;;;;;;;;;
17;.;-;PUNCT;PUNCT;-;5;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Tras;-;PREP;PREP;-;3;;;;;;;;;;;;;;;;;
2;seis;-;Q;Q;-;3;;;;;;;;;;;;;;;;;
3;meses;-;N;N;-;12;;;;;;;;;;;;;;;;;
4;de;-;PREP;PREP;-;5;case;;;;;;;;;;;;;;;;
5;viaje;-;N;N;-;3;nmod;;;;;;;;;;;;;;;;
6;,;-;PUNCT;PUNCT;-;3;punct;;;;;;;;;;;;;;;;
7;la;-;ART;ART;-;8;det;;;;;;;;;;;;;;;;
8;fecha;-;N;N;-;12;;;;;;;;;;;;;;;;;
9;en;-;PREP;PREP;-;11;;;;;;;;;;;;;;;;;
10;la;-;ART;ART;-;11;det;;;;;;;;;;;;;;;;
11;nave;-;N;N;-;8;nmod;;;;;;;;;;;;;;;;
12;corresponde;-;V;V;-;0;root;;;;;;;;;;;;;;;;
13;al;-;PREP;PREP;-;15;;;;;;;;;;;;;;;;;
14;el;-;ART;ART;-;15;;;;;;;;;;;;;;;;;
15;14 de julio de 1972;-;DATE;DATE;-;12;;;;;;;;;;;;;;;;;
16;.;-;PUNCT;PUNCT;-;12;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;El;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;calendario;-;N;N;-;6;;;;;;;;;;;;;;;;;
3;de;-;PREP;PREP;-;5;case;;;;;;;;;;;;;;;;
4;la;-;ART;ART;-;5;det;;;;;;;;;;;;;;;;
5;Tierra;-;NPR;NPR;-;2;nmod;;;;;;;;;;;;;;;;
6;señala;-;V;V;-;0;root;;;;;;;;;;;;;;;;
7;el;-;ART;ART;-;8;;;;;;;;;;;;;;;;;
8;23 de marzo;-;DATE;DATE;-;6;;;;;;;;;;;;;;;;;
9;.;-;PUNCT;PUNCT;-;6;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;La;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;Tierra;-;NPR;NPR;-;4;;;;;;;;;;;;;;;;;
3;ha;-;AUX;AUX;-;4;;;;;;;;;;;;;;;;;
4;envejecido;-;V;V;-;0;root;;;;;;;;;;;;;;;;
5;algo;-;Q;Q;-;6;;;;;;;;;;;;;;;;;
6;más;-;N;N;-;4;;;;;;;;;;;;;;;;;
7;de;-;PREP;PREP;-;9;case;;;;;;;;;;;;;;;;
8;700;-;Q;Q;-;9;;;;;;;;;;;;;;;;;
9;años;-;N;N;-;6;nmod;;;;;;;;;;;;;;;;
10;...;-;PUNCT;PUNCT;-;4;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Lo;-;P;P;-;5;;;;;;;;;;;;;;;;;
2;peor;-;ADJ;ADJ;-;5;amod;;;;;;;;;;;;;;;;
3;de;-;PREP;PREP;-;5;case;;;;;;;;;;;;;;;;
4;los;-;ART;ART;-;5;det;;;;;;;;;;;;;;;;
5;sueños;-;N;N;-;9;;;;;;;;;;;;;;;;;
6;es;-;V;V;-;9;;;;;;;;;;;;;;;;;
7;que;-;C;C;-;9;;;;;;;;;;;;;;;;;
8;pueden;-;AUX;AUX;-;9;;;;;;;;;;;;;;;;;
9;cumplirse;-;V;V;-;0;root;;;;;;;;;;;;;;;;
10;.;-;PUNCT;PUNCT;-;9;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Desde hace;-;PREP;PREP;-;3;;;;;;;;;;;;;;;;;
2;mil doscientos;-;Q;Q;-;3;;;;;;;;;;;;;;;;;
3;años;-;N;N;-;13;;;;;;;;;;;;;;;;;
4;,;-;PUNCT;PUNCT;-;3;punct;;;;;;;;;;;;;;;;
5;hombres;-;N;N;-;13;;;;;;;;;;;;;;;;;
6;y;-;C;C;-;5;;;;;;;;;;;;;;;;;
7;mujeres;-;N;N;-;5;nmod;;;;;;;;;;;;;;;;
8;de;-;PREP;PREP;-;11;case;;;;;;;;;;;;;;;;
9;todo;-;Q;Q;-;11;;;;;;;;;;;;;;;;;
10;el;-;ART;ART;-;11;det;;;;;;;;;;;;;;;;
11;mundo;-;N;N;-;5;nmod;;;;;;;;;;;;;;;;
12;han;-;AUX;AUX;-;13;;;;;;;;;;;;;;;;;
13;caminado;-;V;V;-;0;root;;;;;;;;;;;;;;;;
14;hasta;-;PREP;PREP;-;15;;;;;;;;;;;;;;;;;
15;Compostela;-;NPR;NPR;-;13;;;;;;;;;;;;;;;;;
16;para;-;PREP;PREP;-;17;;;;;;;;;;;;;;;;;
17;orar;-;V;V;-;13;;;;;;;;;;;;;;;;;
18;ante;-;PREP;PREP;-;20;;;;;;;;;;;;;;;;;
19;la;-;ART;ART;-;20;det;;;;;;;;;;;;;;;;
20;tumba;-;N;N;-;17;;;;;;;;;;;;;;;;;
21;del;-;PREP;PREP;-;23;case;;;;;;;;;;;;;;;;
22;el;-;ART;ART;-;23;det;;;;;;;;;;;;;;;;
23;apóstol;-;N;N;-;20;nmod;;;;;;;;;;;;;;;;
24;Santiago;-;NPR;NPR;-;23;nmod;;;;;;;;;;;;;;;;
25;.;-;PUNCT;PUNCT;-;13;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Mil;-;Q;Q;-;2;;;;;;;;;;;;;;;;;
2;años;-;N;N;-;12;;;;;;;;;;;;;;;;;
3;son;-;V;V;-;11;;;;;;;;;;;;;;;;;
4;muchos;-;P;P;-;11;;;;;;;;;;;;;;;;;
5;,;-;PUNCT;PUNCT;-;11;punct;;;;;;;;;;;;;;;;
6;demasiados;-;P;P;-;11;;;;;;;;;;;;;;;;;
7;,;-;PUNCT;PUNCT;-;11;punct;;;;;;;;;;;;;;;;
8;para que;-;C;C;-;11;;;;;;;;;;;;;;;;;
9;una;-;ART;ART;-;11;det;;;;;;;;;;;;;;;;
10;simple;-;ADJ;ADJ;-;11;amod;;;;;;;;;;;;;;;;
11;leyenda;-;N;N;-;12;;;;;;;;;;;;;;;;;
12;perviva;-;V;V;-;0;root;;;;;;;;;;;;;;;;
13;en;-;PREP;PREP;-;15;;;;;;;;;;;;;;;;;
14;la;-;ART;ART;-;15;det;;;;;;;;;;;;;;;;
15;memoria;-;N;N;-;12;;;;;;;;;;;;;;;;;
16;.;-;PUNCT;PUNCT;-;12;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Existen;-;V;V;-;0;root;;;;;;;;;;;;;;;;
2;tantos;-;C;C;-;3;;;;;;;;;;;;;;;;;
3;caminos;-;N;N;-;1;;;;;;;;;;;;;;;;;
4;como;-;C;C;-;5;;;;;;;;;;;;;;;;;
5;caminantes;-;N;N;-;3;nmod;;;;;;;;;;;;;;;;
6;.;-;PUNCT;PUNCT;-;1;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;En realidad;-;CON;CON;-;13;;;;;;;;;;;;;;;;;
2;,;-;PUNCT;PUNCT;-;13;;;;;;;;;;;;;;;;;
3;las;-;ART;ART;-;4;det;;;;;;;;;;;;;;;;
4;vías;-;N;N;-;13;;;;;;;;;;;;;;;;;
5;utilizadas;-;V;V;-;4;;;;;;;;;;;;;;;;;
6;por;-;PREP;PREP;-;9;;;;;;;;;;;;;;;;;
7;los;-;ART;ART;-;9;det;;;;;;;;;;;;;;;;
8;antiguos;-;ADJ;ADJ;-;9;amod;;;;;;;;;;;;;;;;
9;peregrinos;-;N;N;-;5;;;;;;;;;;;;;;;;;
10;para;-;PREP;PREP;-;11;;;;;;;;;;;;;;;;;
11;alcanzar;-;V;V;-;5;;;;;;;;;;;;;;;;;
12;Santiago;-;NPR;NPR;-;11;;;;;;;;;;;;;;;;;
13;hollaron;-;V;V;-;0;root;;;;;;;;;;;;;;;;
14;todos;-;Q;Q;-;16;;;;;;;;;;;;;;;;;
15;los;-;ART;ART;-;16;det;;;;;;;;;;;;;;;;
16;rincones;-;N;N;-;13;;;;;;;;;;;;;;;;;
17;de;-;PREP;PREP;-;19;case;;;;;;;;;;;;;;;;
18;la;-;ART;ART;-;19;det;;;;;;;;;;;;;;;;
19;península;-;N;N;-;16;nmod;;;;;;;;;;;;;;;;
20;.;-;PUNCT;PUNCT;-;13;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Pero;-;CON;CON;-;3;;;;;;;;;;;;;;;;;
2;una;-;P;P;-;3;;;;;;;;;;;;;;;;;
3;destacó;-;V;V;-;0;root;;;;;;;;;;;;;;;;
4;por;-;PREP;PREP;-;6;;;;;;;;;;;;;;;;;
5;su;-;POSS;POSS;-;6;;;;;;;;;;;;;;;;;
6;importancia;-;N;N;-;3;;;;;;;;;;;;;;;;;
7;histórica;-;ADJ;ADJ;-;6;amod;;;;;;;;;;;;;;;;
8;y;-;C;C;-;6;;;;;;;;;;;;;;;;;
9;estratégica;-;ADJ;ADJ;-;6;amod;;;;;;;;;;;;;;;;
10;.;-;PUNCT;PUNCT;-;3;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;El;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;Camino Francés;-;NPR;NPR;-;4;;;;;;;;;;;;;;;;;
3;puede;-;AUX;AUX;-;4;;;;;;;;;;;;;;;;;
4;hacerse;-;V;V;-;0;root;;;;;;;;;;;;;;;;
5;durante;-;PREP;PREP;-;8;;;;;;;;;;;;;;;;;
6;todo;-;Q;Q;-;8;;;;;;;;;;;;;;;;;
7;el;-;ART;ART;-;8;det;;;;;;;;;;;;;;;;
8;año;-;N;N;-;4;;;;;;;;;;;;;;;;;
9;.;-;PUNCT;PUNCT;-;4;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;La;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;red;-;N;N;-;11;;;;;;;;;;;;;;;;;
3;de;-;PREP;PREP;-;4;case;;;;;;;;;;;;;;;;
4;albergues;-;N;N;-;2;nmod;;;;;;;;;;;;;;;;
5;para;-;PREP;PREP;-;6;;;;;;;;;;;;;;;;;
6;peregrinos;-;N;N;-;4;nmod;;;;;;;;;;;;;;;;
7;es;-;V;V;-;11;;;;;;;;;;;;;;;;;
8;la;-;ART;ART;-;11;;;;;;;;;;;;;;;;;
9;más;-;ADV;ADV;-;11;;;;;;;;;;;;;;;;;
10;genuina;-;ADJ;ADJ;-;11;amod;;;;;;;;;;;;;;;;
11;representación;-;N;N;-;0;root;;;;;;;;;;;;;;;;
12;de;-;PREP;PREP;-;14;case;;;;;;;;;;;;;;;;
13;la;-;ART;ART;-;14;det;;;;;;;;;;;;;;;;
14;tradición;-;N;N;-;11;nmod;;;;;;;;;;;;;;;;
15;hospitalaria;-;ADJ;ADJ;-;14;amod;;;;;;;;;;;;;;;;
16;jacobea;-;ADJ;ADJ;-;14;amod;;;;;;;;;;;;;;;;
17;.;-;PUNCT;PUNCT;-;11;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Es;-;V;V;-;2;advmod;;;;;;;;;;;;;;;;
2;imprescindible;-;ADJ;ADJ;-;0;root;;;;;;;;;;;;;;;;
3;para;-;PREP;PREP;-;4;;;;;;;;;;;;;;;;;
4;pernoctar;-;V;V;-;2;advmod;;;;;;;;;;;;;;;;
5;en;-;PREP;PREP;-;7;;;;;;;;;;;;;;;;;
6;los;-;ART;ART;-;7;det;;;;;;;;;;;;;;;;
7;refugios;-;N;N;-;4;;;;;;;;;;;;;;;;;
8;.;-;PUNCT;PUNCT;-;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Los;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;hospitaleros;-;N;N;-;4;;;;;;;;;;;;;;;;;
3;la;-;P;P;-;4;;;;;;;;;;;;;;;;;
4;sellan;-;V;V;-;0;root;;;;;;;;;;;;;;;;
5;para;-;PREP;PREP;-;6;;;;;;;;;;;;;;;;;
6;autentificar;-;V;V;-;4;;;;;;;;;;;;;;;;;
7;el;-;ART;ART;-;8;det;;;;;;;;;;;;;;;;
8;paso;-;N;N;-;6;;;;;;;;;;;;;;;;;
9;por;-;PREP;PREP;-;11;;;;;;;;;;;;;;;;;
10;la;-;ART;ART;-;11;det;;;;;;;;;;;;;;;;
11;Ruta Jacobea;-;NPR;NPR;-;8;nmod;;;;;;;;;;;;;;;;
12;.;-;PUNCT;PUNCT;-;4;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;El;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;Camino;-;NPR;NPR;-;4;;;;;;;;;;;;;;;;;
3;está;-;V;V;-;4;;;;;;;;;;;;;;;;;
4;lleno;-;N;N;-;0;root;;;;;;;;;;;;;;;;
5;de;-;PREP;PREP;-;6;case;;;;;;;;;;;;;;;;
6;leyendas;-;N;N;-;4;nmod;;;;;;;;;;;;;;;;
7;y;-;C;C;-;6;;;;;;;;;;;;;;;;;
8;anécdotas;-;N;N;-;6;nmod;;;;;;;;;;;;;;;;
